Subject,Predicate,Object
A Nightmare on Elm Street,HAS_WRITER,Wes Craven
La La Land,HAS_GENRE,Comedy
La La Land,HAS_GENRE,Drama
La La Land,HAS_GENRE,Romance
La La Land,HAS_GENRE,Music
La La Land,HAS_CAST,Ryan Gosling
La La Land,HAS_CAST,Emma Stone
West Side Story,HAS_GENRE,Crime
West Side Story,HAS_GENRE,Drama
West Side Story,HAS_GENRE,Romance
Hairspray,HAS_GENRE,Comedy
Hairspray,HAS_GENRE,Romance
Hairspray,HAS_GENRE,Drama
Hairspray,HAS_CAST,Zac Efron
Hairspray,HAS_CAST,John Travolta
The Rocky Horror Picture Show,HAS_GENRE,Comedy
The Rocky Horror Picture Show,HAS_GENRE,Science Fiction
The Rocky Horror Picture Show,HAS_GENRE,Fantasy
The Rocky Horror Picture Show,HAS_GENRE,Horror
The Rocky Horror Picture Show,HAS_CAST,Tim Curry
The Rocky Horror Picture Show,HAS_CAST,Susan Sarandon
Step Brothers,HAS_GENRE,Comedy
Step Brothers,HAS_CAST,Will Ferrell
Step Brothers,HAS_CAST,Adam Scott
The Other Guys,HAS_GENRE,Action
The Other Guys,HAS_GENRE,Comedy
The Other Guys,HAS_GENRE,Crime
The Other Guys,HAS_CAST,Will Ferrell
The Other Guys,HAS_CAST,Mark Wahlberg
The Other Guys,HAS_CAST,Michael Keaton
Coming to America,HAS_GENRE,Comedy
Coming to America,HAS_GENRE,Romance
Coming to America,HAS_CAST,Eddie Murphy
Eddie Murphy Delirious,HAS_GENRE,Comedy
Eddie Murphy Delirious,HAS_GENRE,TV Movie
Eddie Murphy Delirious,HAS_CAST,Eddie Murphy
Nutty Professor II: The Klumps,HAS_GENRE,Fantasy
Nutty Professor II: The Klumps,HAS_GENRE,Comedy
Nutty Professor II: The Klumps,HAS_GENRE,Romance
Nutty Professor II: The Klumps,HAS_GENRE,Science Fiction
Nutty Professor II: The Klumps,HAS_CAST,Eddie Murphy
Beverly Hills Cop,HAS_GENRE,Action
Beverly Hills Cop,HAS_GENRE,Comedy
Beverly Hills Cop,HAS_GENRE,Crime
Beverly Hills Cop,HAS_CAST,Eddie Murphy
Beverly Hills Cop,HAS_CAST,Judge Reinhold
Chicago 10,HAS_GENRE,Documentary
Chicago 10,HAS_GENRE,Animation
Chicago 10,HAS_GENRE,History
Chicago 10,HAS_GENRE,War
Chicago 10,HAS_CAST,Hank Azaria
Chicago 10,HAS_CAST,Nick Nolte
Chicago 10,HAS_CAST,Mark Ruffalo
Mamma Mia!,HAS_GENRE,Comedy
Mamma Mia!,HAS_GENRE,Romance
Mamma Mia!,HAS_CAST,Meryl Streep
Mamma Mia!,HAS_CAST,Pierce Brosnan
Mamma Mia!,HAS_CAST,Colin Firth
Chicago,HAS_GENRE,Comedy
Chicago,HAS_GENRE,Crime
Chicago,HAS_GENRE,Drama
Chicago,HAS_CAST,Catherine Zeta-Jones
Chicago,HAS_CAST,Richard Gere
Chicago,HAS_CAST,Queen Latifah
White Christmas,HAS_GENRE,Comedy
White Christmas,HAS_GENRE,Music
White Christmas,HAS_GENRE,Romance
White Christmas,HAS_CAST,Bing Crosby
Sweeney Todd: The Demon Barber of Fleet Street,HAS_GENRE,Drama
Sweeney Todd: The Demon Barber of Fleet Street,HAS_GENRE,Horror
Sweeney Todd: The Demon Barber of Fleet Street,HAS_CAST,Johnny Depp
Sweeney Todd: The Demon Barber of Fleet Street,HAS_CAST,Alan Rickman
Sweeney Todd: The Demon Barber of Fleet Street,HAS_DIRECTOR,Tim Burton
Candyman,HAS_GENRE,Drama
Candyman,HAS_GENRE,Horror
Candyman,HAS_GENRE,Thriller
Candyman: Farewell to the Flesh,HAS_GENRE,Horror
Candyman: Farewell to the Flesh,HAS_GENRE,Thriller
Unfaithful,HAS_GENRE,Thriller
Unfaithful,HAS_GENRE,Drama
Unfaithful,HAS_CAST,Richard Gere
Unfaithful,HAS_CAST,Diane Lane
A Nightmare on Elm Street,HAS_GENRE,Horror
A Nightmare on Elm Street,HAS_DIRECTOR,Wes Craven
A Nightmare on Elm Street,HAS_WRITER,Wes Craven
Stargate,HAS_GENRE,Action
Stargate,HAS_GENRE,Adventure
Stargate,HAS_GENRE,Science Fiction
Stargate,HAS_CAST,Kurt Russell
Kiss the Girls,HAS_GENRE,Thriller
Kiss the Girls,HAS_GENRE,Crime
Kiss the Girls,HAS_GENRE,Mystery
Kiss the Girls,HAS_GENRE,Drama
Kiss the Girls,HAS_CAST,Morgan Freeman
Kiss the Girls,HAS_CAST,Ashley Judd
Kiss the Girls,HAS_CAST,Cary Elwes
Indiana Jones,HAS_GENRE,Adventure
Indiana Jones,HAS_GENRE,Action
Indiana Jones,HAS_CAST,Harrison Ford
Indiana Jones,HAS_DIRECTOR,James Mangold
Indiana Jones,HAS_WRITER,James Mangold
Star Trek: First Contact,HAS_GENRE,Science Fiction
Star Trek: First Contact,HAS_GENRE,Action
Star Trek: First Contact,HAS_GENRE,Adventure
Star Trek: First Contact,HAS_GENRE,Thriller
Star Trek: First Contact,HAS_CAST,Patrick Stewart
Bad Santa 2,HAS_GENRE,Comedy
Bad Santa 2,HAS_GENRE,Crime
Bad Santa 2,HAS_GENRE,Drama
Bad Santa 2,HAS_GENRE,Mystery
Bad Santa 2,HAS_CAST,Billy Bob Thornton
Bad Santa 2,HAS_CAST,Kathy Bates
Bad Santa 2,HAS_CAST,Christina Hendricks
School for Scoundrels,HAS_GENRE,Comedy
School for Scoundrels,HAS_GENRE,Drama
School for Scoundrels,HAS_GENRE,Romance
School for Scoundrels,HAS_CAST,Billy Bob Thornton
School for Scoundrels,HAS_CAST,Jon Heder
The Alamo,HAS_GENRE,Western
The Alamo,HAS_CAST,John Wayne
The Alamo,HAS_DIRECTOR,John Wayne
Sling Blade,HAS_GENRE,Drama
Sling Blade,HAS_CAST,Billy Bob Thornton
Sling Blade,HAS_CAST,Lucas Black
Sling Blade,HAS_DIRECTOR,Billy Bob Thornton
Mr. Woodcock,HAS_GENRE,Comedy
Mr. Woodcock,HAS_GENRE,Romance
Mr. Woodcock,HAS_CAST,Billy Bob Thornton
Mr. Woodcock,HAS_CAST,Susan Sarandon
Mr. Woodcock,HAS_CAST,Amy Poehler
The Arrival,HAS_GENRE,Science Fiction
The Arrival,HAS_GENRE,Thriller
The Arrival,HAS_CAST,Charlie Sheen
Green Lantern,HAS_GENRE,Adventure
Green Lantern,HAS_GENRE,Action
Green Lantern,HAS_GENRE,Thriller
Green Lantern,HAS_GENRE,Science Fiction
Green Lantern,HAS_CAST,Ryan Reynolds
Green Lantern,HAS_CAST,Blake Lively
Green Lantern,HAS_CAST,Tim Robbins
Arrival,HAS_GENRE,Drama
Arrival,HAS_GENRE,Science Fiction
Arrival,HAS_GENRE,Mystery
Arrival,HAS_CAST,Amy Adams
Arrival,HAS_CAST,Jeremy Renner
Arrival,HAS_CAST,Forest Whitaker
Interstellar,HAS_GENRE,Adventure
Interstellar,HAS_GENRE,Drama
Interstellar,HAS_GENRE,Science Fiction
Interstellar,HAS_CAST,Matthew McConaughey
Interstellar,HAS_CAST,Anne Hathaway
Interstellar,HAS_CAST,Michael Caine
Interstellar,HAS_DIRECTOR,Christopher Nolan
Interstellar,HAS_WRITER,Christopher Nolan
John Wick: Chapter 2,HAS_GENRE,Action
John Wick: Chapter 2,HAS_GENRE,Thriller
John Wick: Chapter 2,HAS_GENRE,Crime
John Wick: Chapter 2,HAS_CAST,Keanu Reeves
John Wick: Chapter 2,HAS_CAST,Laurence Fishburne
Les Misérables,HAS_GENRE,Drama
Les Misérables,HAS_GENRE,History
Anchorman 2: The Legend Continues,HAS_GENRE,Comedy
Anchorman 2: The Legend Continues,HAS_CAST,Will Ferrell
Anchorman 2: The Legend Continues,HAS_CAST,Steve Carell
Anchorman 2: The Legend Continues,HAS_CAST,Paul Rudd
Anchorman 2: The Legend Continues,HAS_CAST,Christina Applegate
Anchorman,HAS_GENRE,Comedy
Anchorman,HAS_CAST,Will Ferrell
Anchorman,HAS_CAST,Steve Carell
Anchorman,HAS_CAST,Paul Rudd
Anchorman,HAS_CAST,Christina Applegate
Cop Out,HAS_GENRE,Action
Cop Out,HAS_GENRE,Comedy
Cop Out,HAS_GENRE,Crime
Cop Out,HAS_CAST,Bruce Willis
Cop Out,HAS_DIRECTOR,Kevin Smith
The Babadook,HAS_GENRE,Drama
The Babadook,HAS_GENRE,Horror
The Babadook,HAS_CAST,Essie Davis
The Babadook,HAS_CAST,Noah Wiseman
Bad Santa,HAS_GENRE,Drama
Bad Santa,HAS_GENRE,Comedy
Bad Santa,HAS_GENRE,Crime
Bad Santa,HAS_CAST,Billy Bob Thornton
Bad Santa,HAS_CAST,Bernie Mac
Blades of Glory,HAS_GENRE,Comedy
Blades of Glory,HAS_CAST,Will Ferrell
Blades of Glory,HAS_CAST,Jon Heder
Blades of Glory,HAS_CAST,Amy Poehler
Blades of Glory,HAS_CAST,Jenna Fischer
Horrible Bosses,HAS_GENRE,Comedy
Horrible Bosses,HAS_GENRE,Crime
Horrible Bosses,HAS_CAST,Jason Bateman
Horrible Bosses,HAS_CAST,Charlie Day
Horrible Bosses,HAS_CAST,Kevin Spacey
Horrible Bosses,HAS_CAST,Jennifer Aniston
Insidious: The Last Key,HAS_GENRE,Horror
Insidious: The Last Key,HAS_GENRE,Mystery
Insidious: The Last Key,HAS_GENRE,Thriller
Insidious: The Last Key,HAS_CAST,Caitlin Gerard
Baywatch,HAS_GENRE,Comedy
Baywatch,HAS_GENRE,Action
Baywatch,HAS_GENRE,Crime
Baywatch,HAS_CAST,Dwayne Johnson
Baywatch,HAS_CAST,Zac Efron
Murder on the Orient Express,HAS_GENRE,Mystery
Murder on the Orient Express,HAS_GENRE,Drama
Murder on the Orient Express,HAS_GENRE,Crime
Murder on the Orient Express,HAS_CAST,Johnny Depp
Murder on the Orient Express,HAS_CAST,Josh Gad
Thor: Ragnarok,HAS_GENRE,Action
Thor: Ragnarok,HAS_GENRE,Adventure
Thor: Ragnarok,HAS_GENRE,Science Fiction
Thor: Ragnarok,HAS_CAST,Chris Hemsworth
Thor: Ragnarok,HAS_CAST,Tom Hiddleston
Thor: Ragnarok,HAS_CAST,Cate Blanchett
Thor: Ragnarok,HAS_CAST,Jeff Goldblum
Geostorm,HAS_GENRE,Action
Geostorm,HAS_GENRE,Science Fiction
Geostorm,HAS_GENRE,Thriller
Geostorm,HAS_CAST,Gerard Butler
Geostorm,HAS_CAST,Jim Sturgess
Geostorm,HAS_CAST,Abbie Cornish
Geostorm,HAS_CAST,Ed Harris
The Lincoln Lawyer,HAS_GENRE,Crime
The Lincoln Lawyer,HAS_GENRE,Drama
The Lincoln Lawyer,HAS_GENRE,Thriller
The Lincoln Lawyer,HAS_CAST,Matthew McConaughey
The Lincoln Lawyer,HAS_CAST,Marisa Tomei
Manhunter,HAS_GENRE,Crime
Manhunter,HAS_GENRE,Drama
Manhunter,HAS_GENRE,TV Movie
Red Dragon,HAS_GENRE,Crime
Red Dragon,HAS_GENRE,Thriller
Red Dragon,HAS_GENRE,Horror
Red Dragon,HAS_CAST,Edward Norton
Red Dragon,HAS_CAST,Anthony Hopkins
Red Dragon,HAS_CAST,Ralph Fiennes
Red Dragon,HAS_CAST,Emily Watson
Hannibal Rising,HAS_GENRE,Crime
Hannibal Rising,HAS_GENRE,Drama
Hannibal Rising,HAS_GENRE,Thriller
Hannibal Rising,HAS_GENRE,Horror
Primal Fear,HAS_GENRE,Crime
Primal Fear,HAS_GENRE,Drama
Primal Fear,HAS_GENRE,Mystery
Primal Fear,HAS_GENRE,Thriller
Primal Fear,HAS_CAST,Richard Gere
Primal Fear,HAS_CAST,Laura Linney
Primal Fear,HAS_CAST,Edward Norton
Prometheus,HAS_GENRE,Science Fiction
Prometheus,HAS_GENRE,Adventure
Prometheus,HAS_GENRE,Mystery
Prometheus,HAS_CAST,Michael Fassbender
Prometheus,HAS_CAST,Charlize Theron
Prometheus,HAS_CAST,Idris Elba
Prometheus,HAS_CAST,Guy Pearce
Prometheus,HAS_DIRECTOR,Ridley Scott
Psycho III,HAS_GENRE,Horror
Psycho III,HAS_GENRE,Thriller
Psycho III,HAS_GENRE,Mystery
Terminator 2: Judgment Day,HAS_GENRE,Action
Terminator 2: Judgment Day,HAS_GENRE,Thriller
Terminator 2: Judgment Day,HAS_GENRE,Science Fiction
Terminator 2: Judgment Day,HAS_CAST,Arnold Schwarzenegger
Terminator 2: Judgment Day,HAS_CAST,Linda Hamilton
Terminator 2: Judgment Day,HAS_DIRECTOR,James Cameron
Terminator 2: Judgment Day,HAS_WRITER,James Cameron
Aliens,HAS_GENRE,Action
Aliens,HAS_GENRE,Thriller
Aliens,HAS_GENRE,Science Fiction
Aliens,HAS_CAST,Sigourney Weaver
Aliens,HAS_DIRECTOR,James Cameron
Aliens,HAS_WRITER,James Cameron
Alien: Covenant,HAS_GENRE,Science Fiction
Alien: Covenant,HAS_GENRE,Horror
Alien: Covenant,HAS_GENRE,Mystery
Alien: Covenant,HAS_CAST,Michael Fassbender
Alien: Covenant,HAS_DIRECTOR,Ridley Scott
Jurassic Park,HAS_GENRE,Adventure
Jurassic Park,HAS_GENRE,Science Fiction
Jurassic Park,HAS_CAST,Sam Neill
Jurassic Park,HAS_CAST,Jeff Goldblum
Jurassic Park,HAS_DIRECTOR,Steven Spielberg
Jaws,HAS_GENRE,Horror
Jaws,HAS_GENRE,Thriller
Jaws,HAS_GENRE,Adventure
Jaws,HAS_CAST,Richard Dreyfuss
Jaws,HAS_DIRECTOR,Steven Spielberg
Iron Man,HAS_GENRE,Action
Iron Man,HAS_GENRE,Science Fiction
Iron Man,HAS_GENRE,Adventure
Iron Man,HAS_CAST,Robert Downey Jr.
Iron Man,HAS_CAST,Jeff Bridges
Iron Man,HAS_CAST,Gwyneth Paltrow
Iron Man,HAS_DIRECTOR,Jon Favreau
Avengers: Age of Ultron,HAS_GENRE,Action
Avengers: Age of Ultron,HAS_GENRE,Adventure
Avengers: Age of Ultron,HAS_GENRE,Science Fiction
Avengers: Age of Ultron,HAS_CAST,Robert Downey Jr.
Avengers: Age of Ultron,HAS_CAST,Chris Hemsworth
Avengers: Age of Ultron,HAS_CAST,Mark Ruffalo
Avengers: Age of Ultron,HAS_CAST,Chris Evans
Avengers: Age of Ultron,HAS_CAST,Scarlett Johansson
Avengers: Age of Ultron,HAS_DIRECTOR,Joss Whedon
Avengers: Age of Ultron,HAS_WRITER,Joss Whedon
Iron Man 3,HAS_GENRE,Action
Iron Man 3,HAS_GENRE,Adventure
Iron Man 3,HAS_GENRE,Science Fiction
Iron Man 3,HAS_CAST,Robert Downey Jr.
Iron Man 3,HAS_CAST,Gwyneth Paltrow
Iron Man 3,HAS_CAST,Don Cheadle
Iron Man 3,HAS_CAST,Guy Pearce
Iron Man 3,HAS_CAST,Ben Kingsley
Thor: The Dark World,HAS_GENRE,Action
Thor: The Dark World,HAS_GENRE,Adventure
Thor: The Dark World,HAS_GENRE,Fantasy
Thor: The Dark World,HAS_CAST,Chris Hemsworth
Thor: The Dark World,HAS_CAST,Natalie Portman
Thor: The Dark World,HAS_CAST,Tom Hiddleston
Thor: The Dark World,HAS_CAST,Anthony Hopkins
War for the Planet of the Apes,HAS_GENRE,Drama
War for the Planet of the Apes,HAS_GENRE,Science Fiction
War for the Planet of the Apes,HAS_GENRE,War
War for the Planet of the Apes,HAS_CAST,Woody Harrelson
War for the Planet of the Apes,HAS_CAST,Steve Zahn
The Devil's Rejects,HAS_GENRE,Drama
The Devil's Rejects,HAS_GENRE,Horror
The Devil's Rejects,HAS_GENRE,Crime
The Devil's Rejects,HAS_CAST,Ken Foree
The Devil's Rejects,HAS_DIRECTOR,Rob Zombie
What Lies Beneath,HAS_GENRE,Drama
What Lies Beneath,HAS_GENRE,Horror
What Lies Beneath,HAS_GENRE,Mystery
What Lies Beneath,HAS_GENRE,Thriller
What Lies Beneath,HAS_CAST,Harrison Ford
Indiana Jones and the Temple of Doom,HAS_GENRE,Adventure
Indiana Jones and the Temple of Doom,HAS_GENRE,Action
Indiana Jones and the Temple of Doom,HAS_CAST,Harrison Ford
Indiana Jones and the Temple of Doom,HAS_DIRECTOR,Steven Spielberg
You've Got Mail,HAS_GENRE,Comedy
You've Got Mail,HAS_GENRE,Romance
You've Got Mail,HAS_CAST,Tom Hanks
You've Got Mail,HAS_CAST,Meg Ryan
You've Got Mail,HAS_CAST,Greg Kinnear
You've Got Mail,HAS_CAST,Steve Zahn
The Goonies,HAS_GENRE,Adventure
The Goonies,HAS_GENRE,Comedy
The Goonies,HAS_GENRE,Family
The Goonies,HAS_CAST,Sean Astin
The Goonies,HAS_CAST,Josh Brolin
The Goonies,HAS_CAST,Corey Feldman
Just Friends,HAS_GENRE,Comedy
Just Friends,HAS_GENRE,Romance
Just Friends,HAS_CAST,Ryan Reynolds
Kick-Ass,HAS_GENRE,Action
Kick-Ass,HAS_GENRE,Crime
Kick-Ass,HAS_CAST,Nicolas Cage
The Avengers,HAS_GENRE,Science Fiction
The Avengers,HAS_GENRE,Action
The Avengers,HAS_GENRE,Adventure
The Avengers,HAS_CAST,Robert Downey Jr.
The Avengers,HAS_CAST,Chris Evans
The Avengers,HAS_CAST,Mark Ruffalo
The Avengers,HAS_CAST,Chris Hemsworth
The Avengers,HAS_CAST,Scarlett Johansson
The Avengers,HAS_DIRECTOR,Joss Whedon
Deadpool,HAS_GENRE,Action
Deadpool,HAS_GENRE,Adventure
Deadpool,HAS_GENRE,Comedy
Deadpool,HAS_CAST,Ryan Reynolds
Friends with Benefits,HAS_GENRE,Romance
Friends with Benefits,HAS_GENRE,Comedy
Friends with Benefits,HAS_CAST,Justin Timberlake
Friends with Benefits,HAS_CAST,Mila Kunis
Friends with Benefits,HAS_CAST,Patricia Clarkson
Friends with Benefits,HAS_CAST,Woody Harrelson
Just Go with It,HAS_GENRE,Comedy
Just Go with It,HAS_GENRE,Romance
Just Go with It,HAS_CAST,Adam Sandler
Just Go with It,HAS_CAST,Jennifer Aniston
Just Go with It,HAS_CAST,Nicole Kidman
Just Go with It,HAS_CAST,Nick Swardson
Summer Holiday,HAS_GENRE,Music
Summer Holiday,HAS_GENRE,Romance
Holiday Inn,HAS_GENRE,Comedy
Holiday Inn,HAS_GENRE,Drama
Holiday Inn,HAS_GENRE,Romance
Holiday Inn,HAS_CAST,Bing Crosby
Holiday Inn,HAS_CAST,Fred Astaire
Garden State,HAS_GENRE,Comedy
Garden State,HAS_GENRE,Drama
Garden State,HAS_GENRE,Romance
Garden State,HAS_CAST,Zach Braff
Garden State,HAS_CAST,Natalie Portman
Garden State,HAS_DIRECTOR,Zach Braff
Dazed and Confused,HAS_GENRE,Comedy
Dazed and Confused,HAS_CAST,Joey Lauren Adams
Dazed and Confused,HAS_CAST,Matthew McConaughey
Dazed and Confused,HAS_CAST,Milla Jovovich
Seven Brides for Seven Brothers,HAS_GENRE,Comedy
Seven Brides for Seven Brothers,HAS_GENRE,Drama
Seven Brides for Seven Brothers,HAS_GENRE,Western
It's a Wonderful Life,HAS_GENRE,Drama
It's a Wonderful Life,HAS_GENRE,Family
It's a Wonderful Life,HAS_GENRE,Fantasy
It Happened at the World's Fair,HAS_GENRE,Comedy
It Happened at the World's Fair,HAS_GENRE,Music
It Happened at the World's Fair,HAS_GENRE,Romance
Carousel,HAS_GENRE,Music
Carousel,HAS_GENRE,Romance
Christmas with the Kranks,HAS_GENRE,Comedy
Christmas with the Kranks,HAS_GENRE,Family
Christmas with the Kranks,HAS_CAST,Tim Allen
Christmas with the Kranks,HAS_CAST,Jamie Lee Curtis
Bridesmaids,HAS_GENRE,Comedy
Bridesmaids,HAS_GENRE,Romance
Bridesmaids,HAS_CAST,Kristen Wiig
Bridesmaids,HAS_CAST,Maya Rudolph
Bridesmaids,HAS_CAST,Rose Byrne
Fred Claus,HAS_GENRE,Action
Fred Claus,HAS_GENRE,Comedy
Fred Claus,HAS_GENRE,Drama
Fred Claus,HAS_CAST,Vince Vaughn
Fred Claus,HAS_CAST,Rachel Weisz
Wedding Crashers,HAS_GENRE,Comedy
Wedding Crashers,HAS_GENRE,Romance
Wedding Crashers,HAS_CAST,Owen Wilson
Wedding Crashers,HAS_CAST,Vince Vaughn
Wedding Crashers,HAS_CAST,Christopher Walken
Wedding Crashers,HAS_CAST,Rachel McAdams
Wedding Crashers,HAS_CAST,Isla Fisher
Don't Say a Word,HAS_GENRE,Thriller
Don't Say a Word,HAS_GENRE,Mystery
Don't Say a Word,HAS_CAST,Michael Douglas
Don't Say a Word,HAS_CAST,Sean Bean
Don't Say a Word,HAS_CAST,Brittany Murphy
A Perfect Murder,HAS_GENRE,Crime
A Perfect Murder,HAS_GENRE,Thriller
A Perfect Murder,HAS_GENRE,Drama
A Perfect Murder,HAS_CAST,Michael Douglas
A Perfect Murder,HAS_CAST,Gwyneth Paltrow
Fatal Attraction,HAS_GENRE,Drama
Fatal Attraction,HAS_GENRE,Thriller
Fatal Attraction,HAS_CAST,Michael Douglas
Twilight,HAS_GENRE,Fantasy
Twilight,HAS_GENRE,Drama
Twilight,HAS_GENRE,Romance
Twilight,HAS_CAST,Kristen Stewart
Twilight,HAS_CAST,Robert Pattinson
The Fisher King,HAS_GENRE,Comedy
The Fisher King,HAS_GENRE,Drama
The Fisher King,HAS_CAST,Jeff Bridges
The Fisher King,HAS_CAST,Robin Williams
The Fisher King,HAS_DIRECTOR,Terry Gilliam
Friday,HAS_GENRE,Comedy
Friday,HAS_CAST,Ice Cube
Friday,HAS_CAST,Chris Tucker
Groundhog Day,HAS_GENRE,Romance
Groundhog Day,HAS_GENRE,Fantasy
Groundhog Day,HAS_GENRE,Drama
Groundhog Day,HAS_GENRE,Comedy
Groundhog Day,HAS_CAST,Bill Murray
Fletch,HAS_GENRE,Comedy
Fletch,HAS_GENRE,Crime
Fletch,HAS_GENRE,Mystery
Fletch,HAS_CAST,Chevy Chase
School of Rock,HAS_GENRE,Comedy
School of Rock,HAS_GENRE,Music
School of Rock,HAS_CAST,Jack Black
Rock of Ages,HAS_GENRE,Comedy
Rock of Ages,HAS_GENRE,Drama
Rock of Ages,HAS_GENRE,Music
Rock of Ages,HAS_GENRE,Romance
Rock of Ages,HAS_CAST,Julianne Hough
Rock of Ages,HAS_CAST,Tom Cruise
Rock of Ages,HAS_CAST,Alec Baldwin
Rock of Ages,HAS_CAST,Russell Brand
Forrest Gump,HAS_GENRE,Comedy
Forrest Gump,HAS_GENRE,Drama
Forrest Gump,HAS_GENRE,Romance
Forrest Gump,HAS_CAST,Tom Hanks
Forrest Gump,HAS_CAST,Robin Wright
Forrest Gump,HAS_CAST,Sally Field
Tenacious D in The Pick of Destiny,HAS_GENRE,Comedy
Tenacious D in The Pick of Destiny,HAS_GENRE,Music
Tenacious D in The Pick of Destiny,HAS_CAST,Jack Black
Tenacious D in The Pick of Destiny,HAS_WRITER,Jack Black
Pet Sematary,HAS_GENRE,Horror
Pet Sematary,HAS_GENRE,Drama
Conjuring,HAS_GENRE,Horror
Conjuring,HAS_GENRE,Mystery
Conjuring,HAS_GENRE,Thriller
Conjuring,HAS_CAST,Patrick Wilson
Guardians of the Galaxy,HAS_GENRE,Science Fiction
Guardians of the Galaxy,HAS_GENRE,Adventure
Guardians of the Galaxy,HAS_GENRE,Action
Guardians of the Galaxy,HAS_CAST,Chris Pratt
Stand by Me,HAS_GENRE,Animation
Stand by Me,HAS_GENRE,Family
Stand by Me,HAS_GENRE,Science Fiction
Stand by Me,HAS_GENRE,Fantasy
Jumanji,HAS_GENRE,Adventure
Jumanji,HAS_GENRE,Fantasy
Jumanji,HAS_GENRE,Family
Jumanji,HAS_CAST,Robin Williams
Four Weddings and a Funeral,HAS_GENRE,Comedy
Four Weddings and a Funeral,HAS_GENRE,Drama
Four Weddings and a Funeral,HAS_GENRE,Romance
Four Weddings and a Funeral,HAS_CAST,Hugh Grant
How to Lose a Guy in 10 Days,HAS_GENRE,Comedy
How to Lose a Guy in 10 Days,HAS_GENRE,Romance
How to Lose a Guy in 10 Days,HAS_CAST,Kate Hudson
How to Lose a Guy in 10 Days,HAS_CAST,Matthew McConaughey
EDtv,HAS_GENRE,Comedy
EDtv,HAS_CAST,Matthew McConaughey
EDtv,HAS_CAST,Woody Harrelson
EDtv,HAS_DIRECTOR,Ron Howard
Failure to Launch,HAS_GENRE,Comedy
Failure to Launch,HAS_GENRE,Romance
Failure to Launch,HAS_CAST,Matthew McConaughey
Failure to Launch,HAS_CAST,Zooey Deschanel
Failure to Launch,HAS_CAST,Justin Bartha
Failure to Launch,HAS_CAST,Bradley Cooper
10 Things I Hate About You,HAS_GENRE,Comedy
10 Things I Hate About You,HAS_GENRE,Romance
10 Things I Hate About You,HAS_GENRE,Drama
10 Things I Hate About You,HAS_CAST,Heath Ledger
10 Things I Hate About You,HAS_CAST,Joseph Gordon-Levitt
The Sweetest Thing,HAS_GENRE,Romance
The Sweetest Thing,HAS_GENRE,Comedy
The Sweetest Thing,HAS_CAST,Cameron Diaz
The Sweetest Thing,HAS_CAST,Christina Applegate
The Sweetest Thing,HAS_CAST,Jason Bateman
R.I.P.D.,HAS_GENRE,Fantasy
R.I.P.D.,HAS_GENRE,Action
R.I.P.D.,HAS_GENRE,Comedy
R.I.P.D.,HAS_CAST,Jeff Bridges
R.I.P.D.,HAS_CAST,Ryan Reynolds
R.I.P.D.,HAS_CAST,Kevin Bacon
The Devil Wears Prada,HAS_GENRE,Comedy
The Devil Wears Prada,HAS_GENRE,Drama
The Devil Wears Prada,HAS_GENRE,Romance
The Devil Wears Prada,HAS_CAST,Anne Hathaway
The Devil Wears Prada,HAS_CAST,Meryl Streep
The Devil Wears Prada,HAS_CAST,Emily Blunt
The Devil Wears Prada,HAS_CAST,Stanley Tucci
Up,HAS_GENRE,Animation
Up,HAS_GENRE,Comedy
Up,HAS_GENRE,Family
Up,HAS_GENRE,Adventure
WALL-E,HAS_GENRE,Drama
WALL-E,HAS_GENRE,Romance
Treasure Planet,HAS_GENRE,Adventure
Treasure Planet,HAS_GENRE,Animation
Treasure Planet,HAS_GENRE,Family
Treasure Planet,HAS_GENRE,Fantasy
Treasure Planet,HAS_GENRE,Science Fiction
Treasure Planet,HAS_CAST,Joseph Gordon-Levitt
Treasure Planet,HAS_CAST,Emma Thompson
Treasure Planet,HAS_CAST,Martin Short
Alien 3,HAS_GENRE,Science Fiction
A Kid for Two Farthings,HAS_GENRE,Family
A Kid for Two Farthings,HAS_GENRE,Comedy
A Kid for Two Farthings,HAS_GENRE,Drama
Return of Sabata,HAS_GENRE,Western
Alien 2: On Earth,HAS_GENRE,Horror
Alien 2: On Earth,HAS_GENRE,Science Fiction
Joy Ride,HAS_GENRE,Comedy
Frequency,HAS_GENRE,Science Fiction
Frequency,HAS_GENRE,Thriller
Frequency,HAS_CAST,Dennis Quaid
Frequency,HAS_CAST,Jim Caviezel
Night Train,HAS_GENRE,Action
Night Train,HAS_GENRE,Thriller
Night Train,HAS_GENRE,Crime
"The House of 1,000 Dolls",HAS_GENRE,Crime
"The House of 1,000 Dolls",HAS_GENRE,Drama
"The House of 1,000 Dolls",HAS_GENRE,Mystery
"The House of 1,000 Dolls",HAS_CAST,Vincent Price
The Blob,HAS_GENRE,Horror
The Blob,HAS_GENRE,Science Fiction
The Blob,HAS_GENRE,Mystery
The Blob,HAS_GENRE,Horror
The Blob,HAS_GENRE,Science Fiction
The Blob,HAS_GENRE,Mystery
The Abyss,HAS_GENRE,Adventure
The Abyss,HAS_GENRE,Action
The Abyss,HAS_GENRE,Thriller
The Abyss,HAS_GENRE,Science Fiction
The Abyss,HAS_CAST,Ed Harris
The Abyss,HAS_DIRECTOR,James Cameron
The Usual Suspects,HAS_GENRE,Drama
The Usual Suspects,HAS_GENRE,Crime
